CustomerType,SpecialDayProximity,ExitRate,PageValue,TrafficSource,GeographicRegion,BounceRate,ProductPageTime,PurchaseCompleted
Returning_Visitor,0.6,0.130596611,0,3,4,0.004768144,676.616539914,0
Returning_Visitor,0,0.004059921,0,4,3,0.001230543,208.95809476,0
Returning_Visitor,0,0.01,0,3,3,0,3169.285531029,0
Returning_Visitor,0,0.04512039,0,5,-6,0.091634849,637.092770297,0
Returning_Visitor,0,0.010721426,332.504657184,3,1,0.000000699,244.50774106,0
New_Visitor,0,0.023123888,6.769856055,1,-8,0.017812958,786.652999585,0
Returning_Visitor,0,0,13.160611301,4,-8,0.175303427,1642.005123745,1
Returning_Visitor,0.2,0.077125062,0,2,1,0.044723765,1475.202508055,0
Returning_Visitor,0,0.026380543,2.594412732,2,1,0.009777954,1008.27717726,0
Returning_Visitor,0,0.078374909,0,2,3,0.00239828,3077.775101398,0
Returning_Visitor,0,0.000015893,0,2,1,0.300791805,1641.870603549,0
Returning_Visitor,0.2,0.02700341,0,3,1,0.01,821.24558172,0
Returning_Visitor,0,0.131676823,0,3,1,0,1033.745828334,0
New_Visitor,0,0.02,0,8,-7,0.064777285,578.924143517,0
Returning_Visitor,0,0.203859916,1.719502964,1,-8,0,165.318555708,0
Returning_Visitor,0.4,0.005494114,0,1,1,0.045308301,220.213596574,0
New_Visitor,0,0.076606602,0,3,-6,0.001567604,1398.231319142,0
Returning_Visitor,0,0.022690636,0,5,1,0.000165289,333.046070144,0
Returning_Visitor,0,0.02,0,2,1,0.000275907,716.920550449,0
New_Visitor,0,0.002235131,0,12,1,0.000794973,403.310116591,0
Returning_Visitor,0,0.015631629,15.750373483,4,-8,0,1149.531308643,1
Returning_Visitor,0,0.092264172,0,4,3,0.018995344,215.087031792,0
Returning_Visitor,0,0.001794944,15.772294939,3,1,0.005231835,711.026914528,0
Returning_Visitor,0,0.0001677,84.307225246,3,1,0.01,2915.940455084,1
Returning_Visitor,0,0.032034478,0,1,1,0.001836003,4287.673580756,0
Returning_Visitor,0,0,0,5,2,0,1089.290524647,0
Returning_Visitor,0,0.001749064,0,1,1,0.007969087,1057.584227034,0
Returning_Visitor,0,0.02175935,93.493201268,11,1,0,2946.407495134,1
Returning_Visitor,0,0.013537504,0,2,-7,0.061217761,1765.271075793,0
Returning_Visitor,0,0.032363962,0,2,2,0.108795604,0.000000165,0
Returning_Visitor,0,0.000013209,31.40396791,7,4,0.012161679,1752.484276027,1
Returning_Visitor,0,0.187777496,0,3,2,0.00007356,0.000000167,0
New_Visitor,0.4,0.0028976,0,3,1,0.013463342,2445.524103247,0
Returning_Visitor,1,0.054946434,0,2,1,0.05,553.937231897,0
Returning_Visitor,0,0.010215373,12.353901389,2,1,0.309207969,1438.40733512,0
Returning_Visitor,0,0.000032124,0,2,1,0.01,1026.952133067,0
Returning_Visitor,0.8,0.007892801,32.074959341,3,1,0,717.194123985,1
Returning_Visitor,0,0.001996324,0,8,3,0.070944648,1615.34653667,0
Returning_Visitor,0,0.054834246,0,1,1,0.001614676,0.000000174,0
Returning_Visitor,0,0.076427306,0,9,3,0.001356935,191.658866314,0
Returning_Visitor,0,0.2,0,2,3,0.010364887,4.733908887,0
New_Visitor,0,0.2,3.346268583,2,1,0,1566.084827729,0
New_Visitor,0,0.072578542,0,3,-7,0.000001065,345.445148509,0
New_Visitor,0,0.000123327,0,4,-5,0.000000447,781.933809263,1
Returning_Visitor,0,0.024519046,10.586833186,2,1,0.105210045,1649.95623786,0
New_Visitor,0.2,0.003235598,0,3,1,0.005574379,1071.674928736,0
New_Visitor,0,0.046538813,0,8,2,0.062848257,733.36638025,0
Returning_Visitor,0,0.00190354,0,3,-8,0.003343812,1959.062311054,1
New_Visitor,0.4,0.001019214,0,2,2,0.000242157,966.645821866,0
Returning_Visitor,0,0.010377673,0,3,3,0,741.04938403,0
Returning_Visitor,0,0.05,0,2,1,0,1597.271975895,0
Returning_Visitor,0,0.011864933,0,1,3,0.00196207,51.635390289,0
Returning_Visitor,0,0.086414535,0,2,1,0.00056068,387.115771739,0
Returning_Visitor,0,0.041113218,57.505345539,3,4,0,1182.789909482,1
Returning_Visitor,0,0.088607977,37.750258295,5,1,0.000002621,2585.278854545,1
Returning_Visitor,0,0.000075667,0,2,4,0,2390.152686769,1
Returning_Visitor,0,0.000000016,52.482064296,9,1,0.000000489,1654.879903443,1
New_Visitor,0.2,0.305204213,0,1,1,0.091003818,1150.882842444,0
Returning_Visitor,0.4,0.057939128,0,2,4,0.005183078,1013.813020302,0
Returning_Visitor,0,0.01,0,2,1,0.005732588,2547.539940132,0
New_Visitor,0,0.045959038,10.623466169,10,4,0.000016083,0.000000196,0
New_Visitor,0,0.110273644,0,7,2,0.000004745,0.000000197,0
Returning_Visitor,0,0.055111918,22.766076648,2,2,0.1,2041.711007311,1
New_Visitor,0.4,0.01,0,1,1,0.102404721,1287.127428449,0
Returning_Visitor,0,0.078002798,0,1,4,0,5167.579561921,0
Returning_Visitor,0.2,0.003175083,0,17,3,0.000437499,1233.733834945,0
Returning_Visitor,0,0.001890645,0,2,1,0.004990206,0.000000202,0
Returning_Visitor,0,0.27934349,0,2,1,0.002152873,2178.666587399,0
Returning_Visitor,0,0.000600131,56.238482942,5,1,0.000000006,4741.814832473,1
Returning_Visitor,0,0.002118242,0,7,-5,0.02,696.76579672,0
Returning_Visitor,0,0.01468192,0,3,2,0.000002729,1632.349438844,0
New_Visitor,0,0.1,31.488500006,4,1,0,4259.848064885,1
New_Visitor,0,0.000431386,15.175059686,3,3,0.01,1774.175048665,1
Returning_Visitor,0,0.1,0,1,3,0.1,1186.671207612,0
Returning_Visitor,0,0.053585189,0,2,3,0,5495.702458323,0
Returning_Visitor,0.8,0.000002746,0,2,1,0.002950253,1901.121030311,0
Returning_Visitor,0,0.001191051,0,2,1,0.05,1508.549849733,0
Returning_Visitor,0,0.078620748,0,1,3,0.000092024,0.000000213,0
Returning_Visitor,0,0.001063498,0,15,1,0.004117326,509.769346102,0
New_Visitor,0,0.046074707,0,2,-6,0.007388843,3823.159193821,0
Returning_Visitor,0,0.110488994,0,7,-7,0.0000317,1018.763083996,0
Returning_Visitor,0,0.02462878,0,2,-7,0,1618.187561706,0
Returning_Visitor,0,0.000901182,0,2,2,0.05,5627.024888028,1
Returning_Visitor,0,0.009559012,0,3,3,0.2,492.086378561,0
Returning_Visitor,0.4,0.02466825,0,1,1,0,287.637495143,0
Returning_Visitor,0,0.2,0,4,1,0.031025201,2216.095710324,0
New_Visitor,0,0.01,3.881650577,2,4,0.000189729,919.718966143,0
Returning_Visitor,0,0.083929166,2.279752592,8,1,0.008421351,667.982595114,0
New_Visitor,0,0.064225677,0,2,3,0.000769528,705.746114035,0
Returning_Visitor,0,0.036439502,0,15,3,0.016794741,177.040365728,0
Returning_Visitor,0,0.010723269,0,4,1,0.003534493,3737.582323604,0
New_Visitor,0,0.044181474,0,5,4,0.002677863,1816.651000664,0
Returning_Visitor,0,0.02,0,1,-5,0.001190804,2866.790994903,0
Returning_Visitor,0,0.009713277,0,2,4,0.081612463,919.886348109,0
Returning_Visitor,0,0.080538036,0,17,-6,0.0650891,908.166199486,0
Returning_Visitor,0.2,0.003230404,0,1,-5,0.055809712,0.000000231,0
Returning_Visitor,0,0.113088758,0,4,1,0.001249507,3216.171137665,0
Returning_Visitor,0,0.051246371,0,1,1,0.000202686,661.693744508,0
Returning_Visitor,0,0.05,0,2,1,0.000554952,1115.060443672,0
Returning_Visitor,0,0.002687533,19.480861843,3,2,0.000030563,2946.280715745,0
New_Visitor,0,0.002245852,0,4,-6,0.000132871,1020.379068735,0
Returning_Visitor,0,0.010750678,0,1,1,0.021400292,2481.795369247,0
Returning_Visitor,0.8,0.040771416,0,1,4,0,1542.234382636,0
Returning_Visitor,0,0.055134636,0,1,3,0.009387344,114.00070362,0
Returning_Visitor,0,0.015981831,0,1,-5,0,2873.331857161,0
Returning_Visitor,0.2,0.042447535,0,1,-5,0.000563412,580.506252709,0
Returning_Visitor,0,0.105556852,0,2,2,0.000050065,249.886781265,0
Returning_Visitor,0,0.006046443,0,3,1,0.000358317,405.041491001,0
Returning_Visitor,0,0.003228797,0,2,3,0.05,6085.3586671,0
Returning_Visitor,0,0.043885474,0,1,-6,0.013753151,1300.180244993,0
Returning_Visitor,0,0.000000007,53.508744133,2,1,0.000000328,1630.702805564,1
Returning_Visitor,0,0.023268335,20.710647892,1,1,0.078606731,530.299097692,0
New_Visitor,0.6,0.102458917,0,4,1,0.01,1605.728918823,0
New_Visitor,0,0.00002144,5.857284653,2,-6,0.00000615,2606.569342136,1
Returning_Visitor,1,0.1,0,5,3,0.1,800.170310632,0
Returning_Visitor,0,0.00591022,0,3,1,0.053390971,1103.699024486,0
Returning_Visitor,0,0.13555361,0,6,3,0.1,1577.576490109,0
New_Visitor,0,0.03125956,0,1,1,0.000002504,159.637170323,0
Returning_Visitor,0,0.005554867,2.964082754,5,-8,0.00004099,600.974527056,0
Returning_Visitor,0,0.007460673,0,1,3,0.00024033,656.149455858,0
Other,0,0.000001364,24.884024037,1,1,0.01533619,1797.245649996,1
Returning_Visitor,0,0.000231479,0,3,2,0,2678.888219194,0
Returning_Visitor,0,0.004491355,0,14,4,0.05,0.000000258,0
New_Visitor,0,0.062605205,23.494978117,1,-7,0,402.913109283,0
Returning_Visitor,0.4,0.05,0,2,-6,0,275.981046525,0
Returning_Visitor,0,0.2,0,3,4,0,2938.852971247,0
New_Visitor,0.4,0.146866728,0,10,3,0,2153.018175425,0
Returning_Visitor,0,0.017012903,0,2,3,0.001277529,1277.478312433,0
Returning_Visitor,0,0.122381744,0,5,4,0.029081234,3535.125144746,0
Returning_Visitor,0,0.000199715,0,10,3,0.007963329,2254.502877069,0
Returning_Visitor,0,0.006550545,0,2,4,0.02546178,651.944604839,0
Returning_Visitor,0,0.00000769,11.032814376,7,3,0.000050312,2402.844632292,1
Returning_Visitor,0,0,13.201550433,4,-6,0.003650782,343.714634208,0
Returning_Visitor,0,0.000194815,0,1,-9,0.000002671,2110.159780135,1
Returning_Visitor,0,0.022159633,0,2,-6,0.015989928,1057.084788987,0
Returning_Visitor,0,0.000000517,0,2,4,0.000000176,2166.210250729,0
Returning_Visitor,0,0,0,1,-6,0.000000001,839.563815174,0
Returning_Visitor,0,0.001221461,113.463253248,17,3,0,2052.368735456,1
Returning_Visitor,0,0.01,0,2,3,0.0000093,639.156652765,0
Returning_Visitor,0,0.002750543,6.062514179,2,1,0.036906776,182.17057169,0
Returning_Visitor,0,0.000088337,0,11,1,0,2289.034581955,1
Returning_Visitor,0,0.007471344,1.781140939,4,2,0.000218442,4248.020178647,1
Returning_Visitor,0,0.0297811,32.393383868,9,1,0,401.267213288,1
Returning_Visitor,0,0.005627259,0,1,-5,0.05,652.466799288,0
Returning_Visitor,0,0.05,0,3,2,0.00000011,893.72067261,0
Returning_Visitor,0,0.012056486,0,8,-6,0.093555075,337.226574283,0
Returning_Visitor,0,0.034180635,0,2,3,0,330.81543338,0
Returning_Visitor,0,0.046761208,1.430352101,2,4,0.000457687,687.037948936,0
New_Visitor,0,0.007543652,173.1891653,4,2,0.000067071,107.417283443,1
Returning_Visitor,0,0.247956441,0,5,3,0.020086518,0.000000285,0
Returning_Visitor,0,0.104341868,0,1,1,0.003903042,321.327869206,0
Returning_Visitor,0,0.003911784,0,10,4,0.103886802,1504.532995027,0
Returning_Visitor,1,0.000977702,0,8,4,0.009405831,383.760491652,0
Returning_Visitor,0,0.007392151,0,5,1,0.00985918,991.609215705,0
New_Visitor,0,0.001227669,0,2,1,0,599.049447581,0
Returning_Visitor,0,0.000000182,6.351305643,10,3,0,4366.778405409,1
Returning_Visitor,0.4,0.039928044,6.655861113,4,3,0.05,789.950866732,0
Returning_Visitor,0,0.079849272,0,3,1,0.000737875,964.509939022,0
Returning_Visitor,0,0.000013519,0,3,3,0.000084178,2966.140764712,0
Returning_Visitor,0,0.000005419,0,2,-8,0.040361623,1336.575016308,0
New_Visitor,0,0.045149653,0,2,4,0.000006142,1855.084764903,0
Returning_Visitor,0,0.127818749,6.913283635,3,-7,0.006495475,1443.009086605,0
Returning_Visitor,0,0.01,0,18,3,0.02,366.142012032,0
Returning_Visitor,0.6,0.000439105,0,2,1,0.005880846,2315.354085997,0
Returning_Visitor,0,0.05,0,3,1,0.018215575,1891.784351914,0
Returning_Visitor,0,0.040470433,0,1,3,0.001420919,1794.732304529,0
Returning_Visitor,0.6,0,0,5,3,0.000091382,1228.490372227,0
Returning_Visitor,0.6,0.025502887,0,9,-6,0.001627551,117.486167367,0
Returning_Visitor,0,0.043504686,44.268125659,1,1,0.206141205,0.000000304,0
Returning_Visitor,0,0.008529105,0,2,2,0.000305712,0.000000305,0
Returning_Visitor,0,0.008236232,0,2,1,0.002254071,1326.381681889,0
Returning_Visitor,0,0.008902491,0,4,1,0.004573561,2887.086568589,0
New_Visitor,0.2,0.10176228,0,5,1,0.008048131,0.000000308,0
Returning_Visitor,0,0.178937976,0,4,-5,0.05,309.120803026,0
Returning_Visitor,0,0.098435818,0,4,3,0.000006318,0.00000031,0
Returning_Visitor,0,0.002556805,0,2,-8,0,2484.377710835,0
Returning_Visitor,0,0.000448785,0,2,3,0.00005016,941.273032935,0
Returning_Visitor,0,0.03507448,41.481241853,3,-7,0.05,233.930771497,1
Returning_Visitor,0,0.1364248,0,1,1,0.066041785,690.991124508,0
Returning_Visitor,0,0.13689472,10.488408728,2,3,0,445.845170565,0
New_Visitor,0.6,0.03442323,2.279725796,2,1,0.056257987,165.44822209,0
Returning_Visitor,0,0.013844147,0,2,4,0,269.756943204,0
Returning_Visitor,0,0.330348671,0,4,2,0.078360464,676.707070453,0
New_Visitor,0,0.007286449,0,2,4,0.004948854,631.446628116,0
New_Visitor,0.2,0.004675869,0,1,1,0,1443.154980318,0
Returning_Visitor,0.2,0.1,0,1,1,0.000018843,988.81284514,0
New_Visitor,0,0.000012845,0,2,3,0.01,1752.0335428,0
Returning_Visitor,0,0.236315671,0,2,3,0.025808815,859.623997111,0
Returning_Visitor,0,0.023380989,0,4,-5,0.000000532,1684.007656496,0
Returning_Visitor,0,0.005416942,0,2,1,0.023873938,519.262749173,0
Returning_Visitor,0,0.026003405,70.332782907,1,4,0.05,715.893497167,0
Returning_Visitor,0,0.150023609,0,11,2,0.000000028,1984.879802819,1
Returning_Visitor,0,0.144665744,0,2,1,0,2644.991551085,0
Returning_Visitor,0.2,0.003933395,0,1,1,0,885.372845086,0
Returning_Visitor,0,0.014148268,0,3,2,0.001516587,2051.421608269,0
Returning_Visitor,0,0.144814456,0,1,3,0.002395663,2017.398075271,0
Returning_Visitor,0,0.013332257,3.567501512,4,3,0.027140464,316.893075641,0
Returning_Visitor,0.8,0.007336326,0,2,1,0.05,506.627061883,0
Returning_Visitor,0,0.023182247,0,5,-6,0,966.433737112,0
Returning_Visitor,0.4,0.1,0,2,-5,0.000083226,1391.511105397,0
New_Visitor,0,0.016285388,0,1,1,0.024127254,2176.153596325,0
Returning_Visitor,0.4,0.056149203,0,1,1,0.05,404.951523046,0
Returning_Visitor,0,0.352688118,0,1,4,0.001511168,339.948863361,0
New_Visitor,0.4,0.022200374,0,2,-6,0.003198176,0.000000339,0
New_Visitor,0,0.004477503,12.975796541,1,1,0.047879231,2869.894711424,1
Returning_Visitor,0,0.005022013,0,3,-9,0,831.372481387,1
Returning_Visitor,0,0.000128883,19.522509547,2,4,0.000020356,919.832205937,1
Returning_Visitor,0,0.09756247,0,2,1,0.000006691,1029.150461779,0
Returning_Visitor,0,0.154466881,0,3,4,0.000545799,1798.670590642,0
Returning_Visitor,0,0.003742318,0,2,3,0.009294055,0.000000345,0
Returning_Visitor,0.6,0.015068392,0,5,-6,0,849.892747097,0
Returning_Visitor,0,0.01004423,73.838100164,4,4,0.02,1255.687170433,0
Returning_Visitor,0.2,0.145328634,0,4,4,0.009776447,1059.196336171,0
Returning_Visitor,0,0.005013105,0,2,3,0.003973586,1328.528758778,0
Returning_Visitor,0.2,0.01026683,0,2,1,0.01,320.140588187,0
New_Visitor,0,0.129755787,0,1,1,0.026050968,1015.131943714,0
Returning_Visitor,0,0.039854396,16.205514849,7,1,0.000077038,1001.818510526,0
Returning_Visitor,0,0.048704515,0,2,3,0.000000001,2373.059041631,0
Returning_Visitor,0,0.235315062,13.398561286,8,3,0.003086919,1856.101831779,0
New_Visitor,0,0.2,22.490331078,7,3,0,68.5611854,0
Returning_Visitor,0,0.243345319,10.171948147,2,-8,0,837.944326024,0
Returning_Visitor,0,0.02,0,1,1,0,534.319667758,1
Returning_Visitor,0,0.071638548,0,3,3,0.008465864,300.534306648,0
Returning_Visitor,0,0.052230899,0,3,3,0.015452249,408.820177625,0
Returning_Visitor,0.2,0.006520535,0,13,3,0,2106.746308553,0
Returning_Visitor,0,0.020021599,0,1,1,0.008261072,239.955179208,0
New_Visitor,0,0.046953211,0,18,1,0.019637541,2050.639536522,0
Returning_Visitor,0,0.001210984,5.708863293,2,3,0.021893643,1676.999035235,0
Returning_Visitor,0,0.2,0,2,3,0,473.984053365,0
Returning_Visitor,0.2,0.01,0,3,-6,0.000399555,2399.120420676,0
Returning_Visitor,0,0.067581304,0,5,1,0,468.331746782,0
Returning_Visitor,0,0.006215759,0,2,-8,0.004076226,1144.04960751,0
Returning_Visitor,0,0.042174442,0,2,1,0.00529334,806.1301516,0
Returning_Visitor,0,0.050656932,0,7,1,0.002318898,2458.163495454,0
Returning_Visitor,0,0.008568105,0,4,1,0,1736.024680315,1
Returning_Visitor,0,0.2,0,5,3,0.000102166,4546.585623833,0
